Date,Air Liquide,Airbus,Alstom,ArcelorMittal,AXA,BNP Paribas,Bouygues,Capgemini,Carrefour,Crédit Agricole,Danone,Dassault Systèmes,Engie,EssilorLuxottica,Eurofins Scientific,Hermès,Kering,L'Oréal,Legrand,LVMH,Michelin,Orange,Pernod Ricard,Publicis,Renault,Safran,Saint-Gobain,Sanofi,Schneider Electric,Société Générale,Stellantis,STMicroelectronics,Teleperformance,Thales,TotalEnergies,Unibail-Rodamco-Westfield,Veolia,Vinci,Vivendi,Worldline
2020-01-02,10.249083518981934,106.48348236083984,125.67217254638672,41.45131301879883,62.38896560668945,39.62944793701172,13.493067741394043,104.4121322631836,18.5406436920166,88.30171203613281,28.951642990112305,129.9104766845703,30.09231185913086,10.092236518859863,48.625511169433594,22.185136795043945,84.24833679199219,545.5277099609375,67.92991638183594,394.65533447265625,23.969240188598633,15.147848129272461,242.76596069335938,10.644362449645996,31.346927642822266,150.0940399169922,654.7095336914062,39.245418548583984,135.11367797851562,78.10578155517578,32.41465759277344,,24.20372200012207,84.65605926513672,202.36729431152344,38.440956115722656,,20.902814865112305,23.822952270507812,64.25
2020-01-03,10.186896324157715,106.14730834960938,126.16161346435547,41.50971984863281,62.92868423461914,39.15608596801758,13.547146797180176,104.50614166259766,18.54792594909668,87.75337219238281,29.177677154541016,129.48281860351562,29.71820068359375,10.088802337646484,48.28850555419922,21.960865020751953,85.31798553466797,548.17333984375,67.80060577392578,394.6082763671875,23.82558250427246,14.602410316467285,242.49026489257812,10.713034629821777,31.42398452758789,150.88966369628906,659.002685546875,38.60850143432617,135.50643920898438,78.5905990600586,31.8493595123291,,23.99869155883789,84.43773651123047,202.55247497558594,38.87694549560547,,21.007633209228516,23.877405166625977,64.5999984741211
2020-01-06,10.085844993591309,105.43293762207031,125.61570739746094,41.100852966308594,63.04674530029297,38.963783264160156,13.547146797180176,102.76673126220703,18.303970336914062,87.31114959716797,28.990957260131836,129.34027099609375,29.258359909057617,10.099104881286621,47.624114990234375,21.782150268554688,86.15193939208984,538.95947265625,67.74517822265625,390.8891296386719,23.814531326293945,14.359354972839355,241.663330078125,10.656479835510254,31.670562744140625,150.88966369628906,653.5386352539062,38.730262756347656,133.9844512939453,79.08406066894531,31.551376342773438,,23.461698532104492,84.32857513427734,201.81185913085938,39.43992614746094,,20.885345458984375,23.487159729003906,64.44999694824219
2020-01-07,10.062524795532227,104.97069549560547,124.24150848388672,41.37343215942383,62.4564208984375,38.94898986816406,13.65530776977539,102.81373596191406,18.416847229003906,86.7097396850586,29.2268123626709,130.2430877685547,29.609085083007812,10.226158142089844,47.72040557861328,22.04846954345703,85.93439483642578,543.976806640625,67.3941650390625,391.689453125,23.88083839416504,14.412941932678223,238.53916931152344,10.664559364318848,32.56442642211914,150.28123474121094,661.7347412109375,40.0977668762207,135.21185302734375,78.8070297241211,31.424293518066406,,24.047508239746094,83.9828872680664,202.36729431152344,39.18190002441406,,20.7019100189209,23.459936141967773,65.19999694824219
2020-01-08,10.109163284301758,105.05472564697266,126.48162841796875,42.16196060180664,61.19143295288086,39.037742614746094,13.673335075378418,102.53166961669922,18.409563064575195,88.37246704101562,29.58060073852539,132.001220703125,29.59349822998047,10.212423324584961,47.1234130859375,22.265731811523438,87.18533325195312,544.8890991210938,67.28330993652344,394.3258056640625,24.3670711517334,14.583272933959961,240.0093536376953,10.591846466064453,32.51049041748047,149.2515869140625,667.5889892578125,39.9338493347168,135.01548767089844,79.07540130615234,31.463733673095703,,24.018218994140625,84.20121765136719,205.88510131835938,39.283538818359375,,20.597089767456055,23.369182586669922,65.9000015258789
2020-01-09,10.116937637329102,105.47496032714844,126.98987579345703,42.02566909790039,61.30950164794922,38.756683349609375,13.68685531616211,102.53166961669922,18.387718200683594,87.48802947998047,29.963871002197266,134.13946533203125,29.59349822998047,10.171217918395996,46.950096130371094,22.2762451171875,87.47539520263672,543.612060546875,67.26484680175781,399.6927490234375,24.477581024169922,14.544994354248047,241.47952270507812,10.624163627624512,32.379493713378906,149.485595703125,670.321044921875,39.40932846069336,136.93023681640625,79.64678192138672,31.279682159423828,,24.60402488708496,83.50985717773438,207.92176818847656,39.064613342285156,,20.75432014465332,23.56884002685547,65.5
2020-01-10,10.008111000061035,105.72708129882812,126.51927185058594,41.94778823852539,61.22516632080078,38.57917404174805,13.533625602722168,103.65994262695312,18.46417999267578,87.93024444580078,30.268522262573242,133.9969024658203,29.328506469726562,10.133444786071777,47.08489990234375,22.03095054626465,86.94963836669922,540.1454467773438,66.8953628540039,398.89239501953125,24.521780014038086,14.277060508728027,242.49026489257812,10.59992504119873,32.30243682861328,148.73675537109375,672.2725219726562,39.18921661376953,135.99740600585938,80.27010345458984,30.867761611938477,,24.145143508911133,83.81913757324219,205.32968139648438,38.92776870727539,,21.269685745239258,23.505313873291016,65.1500015258789
2020-01-13,9.99256420135498,106.10527801513672,127.1781234741211,42.39559555053711,60.938446044921875,38.409053802490234,13.565174102783203,105.21131896972656,18.449615478515625,88.2132568359375,30.366796493530273,131.90615844726562,29.531145095825195,10.164349555969238,47.29673385620117,22.03095054626465,87.72920989990234,541.6962890625,66.54434204101562,401.81121826171875,24.488632202148438,14.567960739135742,241.20388793945312,10.547412872314453,33.1963005065918,152.38731384277344,672.85791015625,38.083980560302734,134.96636962890625,79.70738220214844,31.262147903442383,,24.359941482543945,83.5644302368164,205.88510131835938,38.75183868408203,,21.295888900756836,23.323806762695312,65.0999984741211
2020-01-14,10.043091773986816,106.7356185913086,127.1593246459961,42.87261199951172,60.213191986083984,38.58656692504883,13.610241889953613,107.42083740234375,17.976266860961914,88.79700469970703,30.268522262573242,132.90402221679688,29.897459030151367,10.171217918395996,47.181190490722656,22.03095054626465,87.43914031982422,543.3480834960938,67.26484680175781,405.8128662109375,24.510732650756836,14.481840133666992,242.39837646484375,10.535292625427246,33.44288635253906,155.10183715820312,682.6150512695312,37.93411636352539,135.11367797851562,79.01480102539062,31.503170013427734,,24.477102279663086,84.25579833984375,204.58909606933594,38.4390754699707,,21.64529037475586,22.960786819458008,64.44999694824219
2020-01-15,9.922605514526367,106.56753540039062,126.36869049072266,43.01863479614258,61.09024429321289,37.69161605834961,13.542640686035156,108.03199768066406,17.6085147857666,88.9296646118164,30.671445846557617,135.04226684570312,29.749378204345703,10.233026504516602,47.739662170410156,21.691043853759766,87.31222534179688,545.6421508789062,67.02467346191406,406.2366027832031,23.93609046936035,14.043575286865234,247.54409790039062,10.527213096618652,33.16547775268555,156.55270385742188,691.3966064453125,37.465789794921875,136.73385620117188,79.40437316894531,31.047426223754883,,24.03774070739746,84.0010757446289,207.92176818847656,37.985565185546875,,21.959749221801758,22.888185501098633,65.19999694824219
